row_id,player_id,name,photo,position,role,age,nation,height_cm,foot,club,club_id,competition,competition_id,competition_type,country,confederation,market_value_eur,matches,minutes,nineties,goals,assists,goal_contributions,yellow_cards,red_cards,goals_per90,assists_per90,goal_contributions_per90,shots,key_passes,xg,xa,shots_per90,key_passes_per90,xg_per90,xa_per90
tm477758_AFCN,tm477758,Aaron Wan-Bissaka,https://img.a.transfermarkt.technology/portrait/header/477758-1769112496.jpg?lm=1,Defender,Full-back,28,DR Congo,183,right,DR Congo,3854,Africa Cup of Nations,AFCN,International,International,afrika,22000000.0,3,300,3.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm724520_AFCN,tm724520,Abde Ezzalzouli,https://img.a.transfermarkt.technology/portrait/header/724520-1758782814.jpg?lm=1,Forward,Winger,24,Morocco,177,right,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,20000000.0,7,518,5.8,0,1,1,0,0,0.0,0.174,0.174,,,,,,,,
tm543379_AFCN,tm543379,Abdoulaye Diaby,https://img.a.transfermarkt.technology/portrait/header/543379-1767005471.jpg?lm=1,Defender,Centre-Back,25,Mali,198,right,Mali,3674,Africa Cup of Nations,AFCN,International,International,afrika,,5,480,5.3,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm398073_AFCN,tm398073,Achraf Hakimi,https://img.a.transfermarkt.technology/portrait/header/398073-1672304327.jpg?lm=1,Defender,Full-back,27,Morocco,180,right,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,80000000.0,5,446,5.0,0,1,1,0,0,0.0,0.202,0.202,,,,,,,,
tm286949_AFCN,tm286949,Adam Masina,https://img.a.transfermarkt.technology/portrait/header/286949-1658130450.jpg?lm=1,Defender,Centre-Back,31,Morocco,191,left,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,1400000.0,5,479,5.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm406040_AFCN,tm406040,Ademola Lookman,https://img.a.transfermarkt.technology/portrait/header/406040-1769763751.jpg?lm=1,Forward,Winger,28,Nigeria,174,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,35000000.0,6,517,5.7,3,4,7,1,0,0.522,0.696,1.219,,,,,,,,
tm607034_AFCN,tm607034,Akor Adams,https://img.a.transfermarkt.technology/portrait/header/607034-1767008026.jpg?lm=1,Forward,Centre-Forward,25,Nigeria,190,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,10000000.0,7,501,5.6,2,2,4,0,0,0.359,0.359,0.719,,,,,,,,
tm357117_AFCN,tm357117,Alban Lafont,https://img.a.transfermarkt.technology/portrait/header/357117-1756042679.png?lm=1,Goalkeeper,Goalkeeper,26,Cote d'Ivoire,196,right,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,3000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm242631_AFCN,tm242631,Alex Iwobi,https://img.a.transfermarkt.technology/portrait/header/242631-1679652866.jpg?lm=1,Forward,Winger,29,Nigeria,183,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,25000000.0,6,505,5.6,0,2,2,0,0,0.0,0.356,0.356,,,,,,,,
tm211474_AFCN,tm211474,Ali Abdi,https://img.a.transfermarkt.technology/portrait/header/211474-1756827001.jpg?lm=1,Defender,Full-back,32,Tunisia,177,left,Tunisia,3670,Africa Cup of Nations,AFCN,International,International,afrika,2500000.0,4,390,4.3,1,1,2,0,0,0.231,0.231,0.462,,,,,,,,
tm410427_AFCN,tm410427,Aliou Dieng,https://img.a.transfermarkt.technology/portrait/header/410427-1615125228.jpg?lm=1,Midfielder,Defensive Midfield,28,Mali,184,right,Mali,3674,Africa Cup of Nations,AFCN,International,International,afrika,,4,359,4.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm182201_AFCN,tm182201,Ally Samatta,https://img.a.transfermarkt.technology/portrait/header/182201-1727967720.png?lm=1,Forward,Centre-Forward,33,Tanzania,183,right,Tanzania,14666,Africa Cup of Nations,AFCN,International,International,afrika,1800000.0,4,185,2.1,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm536835_AFCN,tm536835,Amad Diallo,https://img.a.transfermarkt.technology/portrait/header/536835-1747857754.jpg?lm=1,Forward,Winger,23,Cote d'Ivoire,173,left,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,50000000.0,5,353,3.9,3,1,4,1,0,0.765,0.255,1.02,,,,,,,,
tm649087_AFCN,tm649087,Amadou Dante,https://img.a.transfermarkt.technology/portrait/header/649087-1694035145.jpg?lm=1,Defender,Full-back,25,Mali,178,left,Mali,3674,Africa Cup of Nations,AFCN,International,International,afrika,1500000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm485584_AFCN,tm485584,Anass Salah-Eddine,https://img.a.transfermarkt.technology/portrait/header/485584-1766406432.jpg?lm=1,Defender,Full-back,23,Morocco,181,left,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,12000000.0,4,224,2.5,0,1,1,1,0,0.0,0.402,0.402,,,,,,,,
tm170767_AFCN,tm170767,André Poko,https://img.a.transfermarkt.technology/portrait/header/170767-1762166238.jpeg?lm=1,Midfielder,Defensive Midfield,32,Gabon,173,right,Gabon,5704,Africa Cup of Nations,AFCN,International,International,afrika,1000000.0,3,252,2.8,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm917911_AFCN,tm917911,Anis Hadj Moussa,https://img.a.transfermarkt.technology/portrait/header/917911-1734434073.jpg?lm=1,Forward,Winger,23,Algeria,176,left,Algeria,3614,Africa Cup of Nations,AFCN,International,International,afrika,2000000.0,4,182,2.0,0,2,2,3,0,0.0,0.989,0.989,,,,,,,,
tm181380_AFCN,tm181380,Arthur Masuaku,https://img.a.transfermarkt.technology/portrait/header/181380-1767006082.jpg?lm=1,Defender,Full-back,32,DR Congo,179,left,DR Congo,3854,Africa Cup of Nations,AFCN,International,International,afrika,2500000.0,2,141,1.6,0,1,1,0,0,0.0,0.638,0.638,,,,,,,,
tm342046_AFCN,tm342046,Axel Tuanzebe,https://img.a.transfermarkt.technology/portrait/header/342046-1774470130.jpg?lm=1,Defender,Centre-Back,28,DR Congo,188,right,DR Congo,3854,Africa Cup of Nations,AFCN,International,International,afrika,5000000.0,3,300,3.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm521127_AFCN,tm521127,Ayoub El Kaabi,https://img.a.transfermarkt.technology/portrait/header/521127-1717008763.jpg?lm=1,Forward,Centre-Forward,32,Morocco,182,left,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,5000000.0,7,477,5.3,3,1,4,0,0,0.566,0.189,0.755,,,,,,,,
tm844566_AFCN,tm844566,Aziz Kayondo,https://img.a.transfermarkt.technology/portrait/header/844566-1764433200.png?lm=1,Defender,Full-back,23,Uganda,175,left,Uganda,13497,Africa Cup of Nations,AFCN,International,International,afrika,,3,270,3.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm593482_AFCN,tm593482,Azzedine Ounahi,https://img.a.transfermarkt.technology/portrait/header/593482-1668080946.jpg?lm=1,Midfielder,Central Midfield,25,Morocco,182,right,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,10000000.0,3,225,2.5,0,2,2,1,0,0.0,0.8,0.8,,,,,,,,
tm80293_AFCN,tm80293,Aïssa Mandi,https://img.a.transfermarkt.technology/portrait/header/80293-1780325909.jpg?lm=1,Defender,Centre-Back,34,Algeria,184,right,Algeria,3614,Africa Cup of Nations,AFCN,International,International,afrika,1800000.0,5,420,4.7,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm666539_AFCN,tm666539,Beni Mukendi,https://img.a.transfermarkt.technology/portrait/header/666539-1766431769.jpg?lm=1,Midfielder,Central Midfield,23,Angola,180,right,Angola,3585,Africa Cup of Nations,AFCN,International,International,afrika,2000000.0,3,127,1.4,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm365175_AFCN,tm365175,Benson Sakala,https://img.a.transfermarkt.technology/portrait/header/365175-1702843505.png?lm=1,Midfielder,Defensive Midfield,29,Zambia,185,right,Zambia,3703,Africa Cup of Nations,AFCN,International,International,afrika,,3,270,3.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm131996_AFCN,tm131996,Bertrand Traoré,https://img.a.transfermarkt.technology/portrait/header/131996-1696603763.jpg?lm=1,Forward,Winger,30,Burkina Faso,181,left,Burkina Faso,5872,Africa Cup of Nations,AFCN,International,International,afrika,5000000.0,3,188,2.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm654982_AFCN,tm654982,Bilal El Khannouss,https://img.a.transfermarkt.technology/portrait/header/654982-1782376778.jpg?lm=1,Midfielder,Attacking Midfield,21,Morocco,180,right,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,30000000.0,6,355,3.9,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm956050_AFCN,tm956050,Bill Antonio,https://img.a.transfermarkt.technology/portrait/header/956050-1718281939.jpg?lm=1,Forward,Winger,23,Zimbabwe,177,right,Zimbabwe,3583,Africa Cup of Nations,AFCN,International,International,afrika,1200000.0,2,117,1.3,0,1,1,0,0,0.0,0.769,0.769,,,,,,,,
tm314678_AFCN,tm314678,Brahim Díaz,https://img.a.transfermarkt.technology/portrait/header/314678-1744193327.jpg?lm=1,Forward,Winger,26,Morocco,170,both,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,40000000.0,7,592,6.6,5,0,5,1,0,0.76,0.0,0.76,,,,,,,,
tm358948_AFCN,tm358948,Bright Osayi-Samuel,https://img.a.transfermarkt.technology/portrait/header/358948-1767008109.jpg?lm=1,Defender,Full-back,28,Nigeria,175,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,8500000.0,6,545,6.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm701325_AFCN,tm701325,Bruno Onyemaechi,https://img.a.transfermarkt.technology/portrait/header/701325-1757716177.png?lm=1,Defender,Full-back,26,Nigeria,184,left,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,2500000.0,6,557,6.2,0,1,1,0,0,0.0,0.162,0.162,,,,,,,,
tm413039_AFCN,tm413039,Bryan Mbeumo,https://img.a.transfermarkt.technology/portrait/header/413039-1769532496.jpg?lm=1,Forward,Winger,26,Cameroon,171,left,Cameroon,3434,Africa Cup of Nations,AFCN,International,International,afrika,40000000.0,5,405,4.5,0,1,1,1,0,0.0,0.222,0.222,,,,,,,,
tm137313_AFCN,tm137313,Buatu,https://img.a.transfermarkt.technology/portrait/header/137313-1710239104.png?lm=1,Defender,Centre-Back,32,Angola,187,right,Angola,3585,Africa Cup of Nations,AFCN,International,International,afrika,600000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm461883_AFCN,tm461883,Calvin Bassey,https://img.a.transfermarkt.technology/portrait/header/461883-1662989506.jpg?lm=1,Defender,Centre-Back,26,Nigeria,185,left,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,28000000.0,6,525,5.8,0,0,0,3,0,0.0,0.0,0.0,,,,,,,,
tm973085_AFCN,tm973085,Carlos Baleba,https://img.a.transfermarkt.technology/portrait/header/973085-1666690662.jpg?lm=1,Midfielder,Defensive Midfield,21,Cameroon,179,left,Cameroon,3434,Africa Cup of Nations,AFCN,International,International,afrika,60000000.0,5,347,3.9,0,0,0,2,0,0.0,0.0,0.0,,,,,,,,
tm203348_AFCN,tm203348,Chancel Mbemba,https://img.a.transfermarkt.technology/portrait/header/203348-1767006126.jpg?lm=1,Defender,Centre-Back,31,DR Congo,182,right,DR Congo,3854,Africa Cup of Nations,AFCN,International,International,afrika,2500000.0,4,390,4.3,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm603866_AFCN,tm603866,Charles M'Mombwa,https://img.a.transfermarkt.technology/portrait/header/603866-1699361564.jpg?lm=1,Midfielder,Central Midfield,27,Tanzania,174,right,Tanzania,14666,Africa Cup of Nations,AFCN,International,International,afrika,,4,118,1.3,1,0,1,0,0,0.763,0.0,0.763,,,,,,,,
tm469976_AFCN,tm469976,Christopher Operi,https://img.a.transfermarkt.technology/portrait/header/469976-1759746677.jpg?lm=1,Defender,Full-back,28,Cote d'Ivoire,183,left,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,4000000.0,1,90,1.0,0,2,2,0,0,0.0,2.0,2.0,,,,,,,,
tm187718_AFCN,tm187718,Clinton Mata,https://img.a.transfermarkt.technology/portrait/header/187718-1616529648.jpg?lm=1,Defender,Centre-Back,33,Angola,180,right,Angola,3585,Africa Cup of Nations,AFCN,International,International,afrika,4000000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm127048_AFCN,tm127048,Cédric Bakambu,https://img.a.transfermarkt.technology/portrait/header/127048-1766415258.jpg?lm=1,Forward,Centre-Forward,34,DR Congo,182,right,DR Congo,3854,Africa Cup of Nations,AFCN,International,International,afrika,1400000.0,3,238,2.6,1,0,1,1,0,0.378,0.0,0.378,,,,,,,,
tm823231_AFCN,tm823231,Dango Ouattara,https://img.a.transfermarkt.technology/portrait/header/823231-1737452292.jpg?lm=1,Forward,Winger,23,Burkina Faso,177,left,Burkina Faso,5872,Africa Cup of Nations,AFCN,International,International,afrika,35000000.0,4,301,3.3,0,2,2,0,0,0.0,0.598,0.598,,,,,,,,
tm392767_AFCN,tm392767,Danny Namaso,https://img.a.transfermarkt.technology/portrait/header/392767-1669115274.png?lm=1,Forward,Winger,25,Cameroon,182,right,Cameroon,3434,Africa Cup of Nations,AFCN,International,International,afrika,5000000.0,5,359,4.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm498237_AFCN,tm498237,David Carmo,https://img.a.transfermarkt.technology/portrait/header/498237-1717008625.jpg?lm=1,Defender,Centre-Back,26,Angola,196,left,Angola,3585,Africa Cup of Nations,AFCN,International,International,afrika,10000000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm396429_AFCN,tm396429,Diogo Calila,https://img.a.transfermarkt.technology/portrait/header/396429-1716925128.jpeg?lm=1,Defender,Full-back,27,Mozambique,180,right,Mozambique,5129,Africa Cup of Nations,AFCN,International,International,afrika,500000.0,4,228,2.5,1,0,1,0,0,0.395,0.0,0.395,,,,,,,,
tm564545_AFCN,tm564545,Edmond Tapsoba,https://img.a.transfermarkt.technology/portrait/header/564545-1695368009.jpg?lm=1,Defender,Centre-Back,26,Burkina Faso,194,right,Burkina Faso,5872,Africa Cup of Nations,AFCN,International,International,afrika,35000000.0,4,360,4.0,1,0,1,1,0,0.25,0.0,0.25,,,,,,,,
tm442531_AFCN,tm442531,Edouard Mendy,https://img.a.transfermarkt.technology/portrait/header/442531-1600951863.jpg?lm=1,Goalkeeper,Goalkeeper,33,Senegal,194,right,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,10000000.0,7,660,7.3,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm649016_AFCN,tm649016,El Bilal Touré,https://img.a.transfermarkt.technology/portrait/header/649016-1770375726.png?lm=1,Forward,Winger,24,Mali,185,right,Mali,3674,Africa Cup of Nations,AFCN,International,International,afrika,15000000.0,4,128,1.4,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm1111589_AFCN,tm1111589,El Hadji Malick Diouf,https://img.a.transfermarkt.technology/portrait/header/1111589-1768815059.jpg?lm=1,Defender,Full-back,21,Senegal,177,left,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,,5,412,4.6,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm645589_AFCN,tm645589,Elias Achouri,https://img.a.transfermarkt.technology/portrait/header/645589-1695238048.jpg?lm=1,Forward,Winger,26,Tunisia,187,right,Tunisia,3670,Africa Cup of Nations,AFCN,International,International,afrika,3500000.0,4,283,3.1,2,0,2,0,0,0.636,0.0,0.636,,,,,,,,
tm526466_AFCN,tm526466,Elias Saad,https://img.a.transfermarkt.technology/portrait/header/526466-1755201952.jpg?lm=1,Forward,Winger,26,Tunisia,185,right,Tunisia,3670,Africa Cup of Nations,AFCN,International,International,afrika,,2,105,1.2,0,1,1,1,0,0.0,0.857,0.857,,,,,,,,
tm290587_AFCN,tm290587,Ellyes Skhiri,https://img.a.transfermarkt.technology/portrait/header/290587-1696509403.jpg?lm=1,Midfielder,Defensive Midfield,30,Tunisia,185,right,Tunisia,3670,Africa Cup of Nations,AFCN,International,International,afrika,6000000.0,4,390,4.3,1,0,1,0,0,0.231,0.0,0.231,,,,,,,,
tm683895_AFCN,tm683895,Emmanuel Agbadou,https://img.a.transfermarkt.technology/portrait/header/683895-1770396716.jpg?lm=1,Defender,Centre-Back,28,Cote d'Ivoire,185,right,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,9000000.0,1,90,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm541555_AFCN,tm541555,Enzo Boyomo,https://img.a.transfermarkt.technology/portrait/header/541555-1728038860.jpg?lm=1,Defender,Centre-Back,24,Cameroon,184,right,Cameroon,3434,Africa Cup of Nations,AFCN,International,International,afrika,20000000.0,3,92,1.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm371149_AFCN,tm371149,Evan Ndicka,https://img.a.transfermarkt.technology/portrait/header/371149-1757605149.jpg?lm=1,Defender,Centre-Back,26,Cote d'Ivoire,192,left,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,30000000.0,4,360,4.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm500689_AFCN,tm500689,Evann Guessand,https://img.a.transfermarkt.technology/portrait/header/500689-1765812945.jpg?lm=1,Forward,Winger,24,Cote d'Ivoire,188,right,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,28000000.0,4,197,2.2,1,0,1,0,0,0.457,0.0,0.457,,,,,,,,
tm855015_AFCN,tm855015,Farès Chaïbi,https://img.a.transfermarkt.technology/portrait/header/855015-1693383538.jpg?lm=1,Midfielder,Attacking Midfield,23,Algeria,183,right,Algeria,3614,Africa Cup of Nations,AFCN,International,International,afrika,15000000.0,5,344,3.8,1,0,1,0,0,0.262,0.0,0.262,,,,,,,,
tm485729_AFCN,tm485729,Fashion Sakala,https://img.a.transfermarkt.technology/portrait/header/485729-1765232831.png?lm=1,Forward,Winger,28,Zambia,178,right,Zambia,3703,Africa Cup of Nations,AFCN,International,International,afrika,5500000.0,2,147,1.6,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm352017_AFCN,tm352017,Faïz Selemani,https://img.a.transfermarkt.technology/portrait/header/352017-1664349519.jpg?lm=1,Forward,Winger,32,Comoros,182,right,Comoros,16430,Africa Cup of Nations,AFCN,International,International,afrika,2500000.0,3,193,2.1,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm530742_AFCN,tm530742,Fisayo Dele-Bashiru,https://img.a.transfermarkt.technology/portrait/header/530742-1683029896.jpg?lm=1,Midfielder,Central Midfield,24,Nigeria,186,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,2000000.0,6,244,2.7,0,1,1,0,0,0.0,0.369,0.369,,,,,,,,
tm294808_AFCN,tm294808,Franck Kessié,https://img.a.transfermarkt.technology/portrait/header/294808-1749205138.jpg?lm=1,Midfielder,Central Midfield,29,Cote d'Ivoire,183,right,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,20000000.0,5,408,4.5,0,1,1,0,0,0.0,0.221,0.221,,,,,,,,
tm807689_AFCN,tm807689,Frank Magri,https://img.a.transfermarkt.technology/portrait/header/807689-1653399470.jpg?lm=1,Forward,Centre-Forward,26,Cameroon,178,right,Cameroon,3434,Africa Cup of Nations,AFCN,International,International,afrika,4000000.0,3,108,1.2,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm421637_AFCN,tm421637,Frank Onyeka,https://img.a.transfermarkt.technology/portrait/header/421637-1726605377.jpg?lm=1,Midfielder,Central Midfield,28,Nigeria,183,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,7000000.0,4,351,3.9,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm87854_AFCN,tm87854,Fredy,https://img.a.transfermarkt.technology/portrait/header/87854-1745843037.jpeg?lm=1,Midfielder,Central Midfield,35,Angola,170,right,Angola,3585,Africa Cup of Nations,AFCN,International,International,afrika,225000.0,3,266,3.0,0,1,1,0,0,0.0,0.338,0.338,,,,,,,,
tm836441_AFCN,tm836441,Gaspar,https://img.a.transfermarkt.technology/portrait/header/836441-1730185525.jpg?lm=1,Defender,Centre-Back,28,Angola,193,right,Angola,3585,Africa Cup of Nations,AFCN,International,International,afrika,1500000.0,2,180,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm701979_AFCN,tm701979,Geny Catamo,https://img.a.transfermarkt.technology/portrait/header/701979-1764374966.jpg?lm=1,Forward,Winger,24,Mozambique,172,left,Mozambique,5129,Africa Cup of Nations,AFCN,International,International,afrika,15000000.0,4,330,3.7,2,1,3,0,0,0.545,0.273,0.818,,,,,,,,
tm996140_AFCN,tm996140,Georgi Minoungou,https://img.a.transfermarkt.technology/portrait/header/996140-1774730609.jpg?lm=1,Forward,Winger,23,Burkina Faso,178,right,Burkina Faso,5872,Africa Cup of Nations,AFCN,International,International,afrika,,4,191,2.1,1,0,1,0,0,0.471,0.0,0.471,,,,,,,,
tm378953_AFCN,tm378953,Gerzino Nyamsi,https://img.a.transfermarkt.technology/portrait/header/378953-1721715198.png?lm=1,Defender,Centre-Back,28,Cameroon,195,right,Cameroon,3434,Africa Cup of Nations,AFCN,International,International,afrika,4000000.0,2,91,1.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm711980_AFCN,tm711980,Guéla Doué,https://img.a.transfermarkt.technology/portrait/header/711980-1780899949.jpg?lm=1,Defender,Full-back,23,Cote d'Ivoire,187,right,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,18000000.0,5,374,4.2,1,0,1,0,0,0.241,0.0,0.241,,,,,,,,
tm231306_AFCN,tm231306,Guélor Kanga,https://img.a.transfermarkt.technology/portrait/header/231306-1694784876.jpg?lm=1,Midfielder,Central Midfield,35,Gabon,167,right,Gabon,5704,Africa Cup of Nations,AFCN,International,International,afrika,2300000.0,2,180,2.0,1,0,1,0,0,0.5,0.0,0.5,,,,,,,,
tm344888_AFCN,tm344888,Habib Diallo,https://img.a.transfermarkt.technology/portrait/header/344888-1618500935.jpg?lm=1,Forward,Centre-Forward,30,Senegal,186,right,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,14000000.0,3,160,1.8,1,0,1,1,0,0.562,0.0,0.562,,,,,,,,
tm876631_AFCN,tm876631,Habib Diarra,https://img.a.transfermarkt.technology/portrait/header/876631-1765811931.jpg?lm=1,Midfielder,Central Midfield,21,Senegal,178,right,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,32000000.0,4,225,2.5,0,0,0,2,0,0.0,0.0,0.0,,,,,,,,
tm297070_AFCN,tm297070,Hamari Traoré,https://img.a.transfermarkt.technology/portrait/header/297070-1664981394.jpg?lm=1,Defender,Full-back,33,Mali,175,right,Mali,3674,Africa Cup of Nations,AFCN,International,International,afrika,6000000.0,2,93,1.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm415383_AFCN,tm415383,Hervé Koffi,https://img.a.transfermarkt.technology/portrait/header/415383-1672499883.jpg?lm=1,Goalkeeper,Goalkeeper,29,Burkina Faso,186,right,Burkina Faso,5872,Africa Cup of Nations,AFCN,International,International,afrika,3000000.0,4,315,3.5,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm560593_AFCN,tm560593,Hicham Boudaoui,https://img.a.transfermarkt.technology/portrait/header/560593-1756824680.jpg?lm=1,Midfielder,Central Midfield,26,Algeria,175,right,Algeria,3614,Africa Cup of Nations,AFCN,International,International,afrika,12000000.0,4,375,4.2,0,1,1,1,0,0.0,0.24,0.24,,,,,,,,
tm592979_AFCN,tm592979,Himad Abdelli,https://img.a.transfermarkt.technology/portrait/header/592979-1750956367.png?lm=1,Midfielder,Attacking Midfield,26,Algeria,185,right,Algeria,3614,Africa Cup of Nations,AFCN,International,International,afrika,3000000.0,4,173,1.9,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm1185888_AFCN,tm1185888,Ibrahim Mbaye,https://img.a.transfermarkt.technology/portrait/header/1185888-1759430450.jpg?lm=1,Forward,Winger,17,Senegal,175,right,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,25000000.0,6,168,1.9,1,2,3,1,0,0.536,1.071,1.607,,,,,,,,
tm375885_AFCN,tm375885,Ibrahim Sangaré,https://img.a.transfermarkt.technology/portrait/header/375885-1700738495.jpg?lm=1,Midfielder,Defensive Midfield,28,Cote d'Ivoire,191,right,Cote d'Ivoire,3591,Africa Cup of Nations,AFCN,International,International,afrika,22000000.0,4,331,3.7,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm126665_AFCN,tm126665,Idrissa Gueye,https://img.a.transfermarkt.technology/portrait/header/126665-1746646577.jpg?lm=1,Midfielder,Defensive Midfield,36,Senegal,174,right,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,1000000.0,7,660,7.3,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
tm567738_AFCN,tm567738,Igoh Ogbu,https://img.a.transfermarkt.technology/portrait/header/567738-1697831979.png?lm=1,Defender,Centre-Back,25,Nigeria,187,right,Nigeria,3444,Africa Cup of Nations,AFCN,International,International,afrika,,3,181,2.0,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm623570_AFCN,tm623570,Iliman Ndiaye,https://img.a.transfermarkt.technology/portrait/header/623570-1765811829.jpg?lm=1,Forward,Winger,25,Senegal,180,right,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,45000000.0,6,440,4.9,1,0,1,0,0,0.205,0.0,0.205,,,,,,,,
tm702869_AFCN,tm702869,Ismael Saibari,https://img.a.transfermarkt.technology/portrait/header/702869-1783322302.jpg?lm=1,Midfielder,Attacking Midfield,24,Morocco,185,right,Morocco,3575,Africa Cup of Nations,AFCN,International,International,afrika,32000000.0,7,593,6.6,1,0,1,1,0,0.152,0.0,0.152,,,,,,,,
tm878247_AFCN,tm878247,Ismahila Ouédraogo,https://img.a.transfermarkt.technology/portrait/header/878247-1646819030.png?lm=1,Midfielder,Defensive Midfield,26,Burkina Faso,169,right,Burkina Faso,5872,Africa Cup of Nations,AFCN,International,International,afrika,500000.0,3,239,2.7,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
tm375137_AFCN,tm375137,Ismail Jakobs,https://img.a.transfermarkt.technology/portrait/header/375137-1779995347.png?lm=1,Defender,Full-back,26,Senegal,184,left,Senegal,3499,Africa Cup of Nations,AFCN,International,International,afrika,6000000.0,4,248,2.8,0,1,1,1,0,0.0,0.363,0.363,,,,,,,,
tm351816_AFCN,tm351816,Ismaël Bennacer,https://img.a.transfermarkt.technology/portrait/header/351816-1663575089.jpg?lm=1,Midfielder,Defensive Midfield,28,Algeria,175,left,Algeria,3614,Africa Cup of Nations,AFCN,International,International,afrika,9000000.0,3,214,2.4,0,0,0,1,0,0.0,0.0,0.0,,,,,,,,
